x,y,layer1,layer2,voltage1,voltage2,current
2029.79,426.081,TOP_LAYER,BOTTOM_LAYER,0.343633,0.349838,-10
2029.79,526.081,TOP_LAYER,BOTTOM_LAYER,0.293623,0.293623,-1.78928e-13
2029.79,1191.08,TOP_LAYER,BOTTOM_LAYER,33.7306,33.7306,3.43543e-11
2029.79,1291.08,TOP_LAYER,BOTTOM_LAYER,0.380384,0.380384,-6.26248e-13
2029.79,2160.53,TOP_LAYER,BOTTOM_LAYER,0.191473,0.197677,-10
2029.79,2260.53,TOP_LAYER,BOTTOM_LAYER,0.141463,0.141463,1.34196e-13
2029.79,2925.53,TOP_LAYER,BOTTOM_LAYER,33.7323,33.7323,4.58057e-11
2029.79,3025.53,TOP_LAYER,BOTTOM_LAYER,0.228355,0.228355,-3.57856e-13
2544.79,326.081,TOP_LAYER,BOTTOM_LAYER,0.292773,0.292773,3.57856e-13
2544.79,426.081,TOP_LAYER,BOTTOM_LAYER,33.6309,33.6309,-1.6032e-10
2544.79,1091.08,TOP_LAYER,BOTTOM_LAYER,33.6571,33.6509,10
2544.79,1191.08,TOP_LAYER,BOTTOM_LAYER,33.7071,33.7071,3.43543e-11
2544.79,2060.53,TOP_LAYER,BOTTOM_LAYER,0.140656,0.140656,8.9464e-14
2544.79,2160.53,TOP_LAYER,BOTTOM_LAYER,33.6342,33.6342,-1.94674e-10
2544.79,2825.53,TOP_LAYER,BOTTOM_LAYER,33.6586,33.6524,10
2544.79,2925.53,TOP_LAYER,BOTTOM_LAYER,33.7086,33.7086,1.14514e-11
3108.51,153.304,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,1.28528e-14
3133.3,93.4477,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-1.92792e-14
3133.3,213.161,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-0
3188.03,1106.97,TOP_LAYER,BOTTOM_LAYER,33.6159,33.6207,-10
3188.03,1303.82,TOP_LAYER,BOTTOM_LAYER,0.415091,0.410321,10
3188.03,2846.97,TOP_LAYER,BOTTOM_LAYER,33.6203,33.6251,-10
3188.03,3043.82,TOP_LAYER,BOTTOM_LAYER,0.261524,0.256754,10
3228.21,115.722,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-6.79079e-14
3193.15,68.6588,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-2.57056e-14
3193.15,237.95,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-2.57056e-14
3253,93.4477,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-6.4264e-15
3253,213.161,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-1.92792e-14
3277.8,153.304,TOP_LAYER,BOTTOM_LAYER,0.117546,0.117546,-1.28528e-14
